"Entrez"	"Symbol"	"SRR2016907"	"SRR2016908"	"SRR2016914"	"SRR2016915"	"SRR2016916"	"SRR2016917"
"64132"	"XYLT2"	905	382	93	69	239	140
"641339"	"ZNF674"	207	334	309	174	305	374
"64135"	"IFIH1"	877	3444	2258	6052	1546	2503
"641364"	"SLC7A11-AS1"	41	67	42	23	38	36
"641365"	"LINC00616"	0	0	0	0	0	0
"641367"	"LOC641367"	123	70	124	12	198	79
"64137"	"ABCG4"	0	0	0	0	0	0
"641371"	"ACOT1"	196	678	323	162	785	462
"641372"	"ACOT6"	0	25	2	0	2	3
"641373"	"NRON"	0	0	0	0	4	0
"641384"	"TMEM75"	0	0	0	0	0	0
"6414"	"SELENOP"	1013	242	39	19	1349	113
"64145"	"RBSN"	1410	742	444	675	1009	968
"641451"	"SNORA19"	0	0	0	0	0	0
"641455"	"POTEM"	0	13	0	0	1	0
"64146"	"PDF"	49	2	0	0	18	2
"641467"	"TSC22D1-AS1"	0	12	4	0	20	1
"64147"	"KIF9"	286	289	54	28	83	59
"64149"	"C17orf75"	161	209	95	85	198	108
"6415"	"SELENOW"	3422	1832	207	202	1062	320
"64150"	"DIO3OS"	0	0	0	0	0	0
"64151"	"NCAPG"	34	78	1	14	13	26
"641515"	"MGAT4EP"	0	0	0	0	16	0
"641516"	"KC6"	0	0	0	6	2	1
"641517"	"DEFB109B"	0	0	4	0	0	0
"641518"	"LEF1-AS1"	7	2	8	4	10	8
"6416"	"MAP2K4"	1380	1945	2963	2747	2441	3372
"641638"	"SNHG6"	773	72	110	81	324	128
"641648"	"SNORD87"	0	0	0	0	0	0
"641649"	"TMEM91"	315	266	649	936	511	467
"641654"	"HEPN1"	0	0	0	0	0	0
"64167"	"ERAP2"	234	916	1202	1739	319	327
"64168"	"NECAB1"	0	13	26	26	196	34
"64170"	"CARD9"	85	207	208	90	191	264
"641700"	"ECSCR"	0	0	34	31	148	83
"64172"	"OSGEPL1"	55	62	5	14	14	45
"64174"	"DPEP2"	926	2380	4388	3752	2655	3638
"641746"	"LOC641746"	0	16	0	0	0	12
"64175"	"P3H1"	399	542	176	104	400	291
"641776"	"SPDYE14P"	53	13	27	28	3	33
"6418"	"SET"	5445	3922	2050	2025	2956	3100
"64180"	"DPEP3"	71	224	592	332	312	549
"641808"	"FAM185BP"	92	40	25	42	69	41
"64184"	"EDDM3B"	0	0	0	0	0	0
"6419"	"SETMAR"	162	128	26	15	126	39
"641977"	"SEPTIN7P2"	189	240	277	168	322	311
"642"	"BLMH"	379	84	80	34	270	170
"642006"	"GUSBP10"	0	0	0	0	0	0
"64207"	"IRF2BPL"	1637	1117	843	992	804	769
"64208"	"POPDC3"	0	0	0	0	0	9
"6421"	"SFPQ"	14102	12677	10447	6349	15223	10691
"64210"	"MMS19"	1011	471	225	145	585	403
"64211"	"LHX5"	0	0	0	0	0	0
"642131"	"LOC642131"	0	226	0	4	0	0
"64215"	"DNAJC1"	148	311	346	309	440	308
"64216"	"TFB2M"	400	376	41	20	108	105
"64218"	"SEMA4A"	2186	2574	4129	4139	3044	5059
"64219"	"PJA1"	445	568	70	41	201	67
"6422"	"SFRP1"	27	325	21	22	22	8
"64220"	"STRA6"	0	19	0	6	12	13
"64221"	"ROBO3"	26	37	30	4	181	38
"64222"	"TOR3A"	588	1378	297	285	1081	581
"64223"	"MLST8"	125	607	33	9	242	97
"642236"	"FRG1JP"	118	30	82	92	191	203
"64224"	"HERPUD2"	1177	1876	2290	1681	1995	2190
"64225"	"ATL2"	4266	2455	777	222	1679	967
"642273"	"FAM110C"	18	81	6	0	341	0
"642280"	"ZNF876P"	40	1	1	1	7	0
"6423"	"SFRP2"	0	10	77	1	41	3
"64231"	"MS4A6A"	330	787	819	2326	2162	1962
"64232"	"MS4A5"	0	0	0	0	0	0
"642345"	"MIR4500HG"	3	21	8	11	13	22
"64236"	"PDLIM2"	547	833	1575	1588	906	1515
"642361"	"LOC642361"	40	75	42	59	92	46
"642366"	"LOC642366"	0	0	0	0	0	0
"642394"	"ADARB2-AS1"	0	0	0	0	0	0
"6424"	"SFRP4"	8	0	7	31	54	12
"64240"	"ABCG5"	19	8	0	0	0	6
"642402"	"GOLGA6L17P"	993	42	94	50	209	54
"64241"	"ABCG8"	7	1	6	4	13	14
"642426"	"LINC02297"	0	0	1	1	7	0
"642446"	"TRIM64B"	0	0	0	0	0	0
"642475"	"MROH6"	1687	469	233	389	840	812
"642484"	"LOC642484"	11	0	1	1	7	0
"6425"	"SFRP5"	0	0	3	9	14	5
"642517"	"AGAP9"	499	573	731	425	638	714
"642559"	"POU5F1P3"	125	260	162	152	88	57
"642569"	"TRIM53AP"	0	0	0	0	4	0
"642587"	"MIR205HG"	4	6	0	0	0	8
"642597"	"AKAIN1"	0	0	0	0	0	0
"6426"	"SRSF1"	4237	3232	2076	1944	3240	2776
"642612"	"TRIM49C"	0	0	0	0	0	0
"642623"	"UBTFL1"	0	0	0	0	0	0
"642633"	"FAM230B"	20	39	6	7	14	3
"642636"	"RAD21L1"	0	0	0	0	0	0
"642643"	"FAM230E"	0	19	0	0	7	0
"642648"	"LOC642648"	0	0	7	0	0	0
"642658"	"SCX"	11	33	0	7	5	12
"6427"	"SRSF2"	5790	6558	4637	8550	7110	6804
"642757"	"TBC1D22A-AS1"	3	8	34	1	7	33
"642776"	"DANT2"	38	13	0	0	1	0
"642778"	"NPIPA3"	0	0	0	0	0	0
"642799"	"NPIPA2"	1982	2439	706	477	1123	832
"6428"	"SRSF3"	11079	12720	9086	9856	14117	11936
"642819"	"ZNF487"	83	246	314	187	218	431
"64282"	"TENT4B"	572	597	756	486	891	1184
"642826"	"BMS1P2"	109	122	29	0	87	90
"64283"	"ARHGEF28"	436	335	202	54	339	418
"64284"	"RAB17"	601	285	13	7	293	20
"642843"	"CPSF4L"	0	0	7	1	0	0
"642846"	"LOC642846"	264	201	56	67	157	75
"64285"	"RHBDF1"	975	953	10	1	244	9
"642852"	"LINC00205"	142	738	79	90	143	75
"642864"	"SPATA42"	0	0	0	0	0	0
"64288"	"ZSCAN31"	184	249	32	24	57	81
"6429"	"SRSF4"	2311	2373	1521	1467	2408	2314
"642924"	"LINC00535"	0	0	0	0	4	0
"642929"	"LOC642929"	0	0	0	0	0	0
"642934"	"CERNA2"	25	11	2	0	17	16
"642938"	"INSYN2A"	0	0	2	6	8	0
"642943"	"LOC642943"	0	23	6	0	0	0
"642946"	"FLVCR1-DT"	121	61	41	111	83	32
"642968"	"FAM163B"	0	0	0	0	0	0
"642976"	"GRIK1-AS1"	0	0	0	0	0	0
"642987"	"TMEM232"	17	113	15	11	69	27
"643"	"CXCR5"	0	3	13	0	3	5
"6430"	"SRSF5"	9118	16099	19167	17375	16618	21127
"643008"	"SMIM5"	155	228	44	17	48	27
"643036"	"SLED1"	125	49	331	689	184	358
"643037"	"C11orf97"	0	44	6	0	0	1
"643072"	"LOC643072"	81	134	99	233	131	286
"6431"	"SRSF6"	6032	3908	3329	2600	5358	3759
"643155"	"SMIM15"	1503	754	191	141	435	273
"643160"	"CYMP"	0	0	0	0	0	0
"643161"	"FAM25A"	0	0	0	0	0	0
"64318"	"NOC3L"	278	151	10	2	110	141
"643180"	"CCT6P3"	587	432	143	215	314	351
"64319"	"FBRS"	3511	8719	11267	9164	7704	8890
"6432"	"SRSF7"	3895	4065	2438	2187	5238	3428
"64320"	"RNF25"	216	288	72	26	81	74
"643201"	"LOC643201"	0	27	9	0	0	1
"64321"	"SOX17"	0	0	5	1	0	0
"643224"	"TUBBP5"	179	195	152	130	305	116
"643226"	"GRXCR2"	0	0	0	0	0	0
"643236"	"TMEM72"	42	0	0	1	9	0
"64324"	"NSD1"	2927	4194	4965	4085	4075	5203
"643246"	"MAP1LC3B2"	1296	3253	2813	3381	2763	2361
"643253"	"CCT6P1"	393	267	39	81	98	142
"64326"	"COP1"	1712	2670	3555	3689	2437	4801
"64327"	"LMBR1"	973	702	828	547	910	627
"64328"	"XPO4"	1007	543	129	84	712	315
"6433"	"SFSWAP"	976	901	609	442	988	922
"643311"	"CT47B1"	0	0	0	0	0	0
"643314"	"KIAA0754"	0	0	0	9	0	0
"64332"	"NFKBIZ"	37943	70341	102330	124254	90895	107093
"64333"	"ARHGAP9"	3107	6550	12865	20203	7200	13390
"643332"	"ECRP"	0	18	21	8	0	0
"643338"	"C15orf62"	69	70	8	2	19	36
"643339"	"LOC643339"	4	15	29	20	54	5
"643355"	"LINC01750"	0	0	0	0	0	0
"643365"	"LINC00452"	0	0	0	0	0	0
"643376"	"BTBD18"	0	0	0	0	0	1
"643382"	"TMEM253"	65	23	35	13	79	90
"643394"	"SPINK9"	10	9	1	5	4	10
"6434"	"TRA2B"	4501	4642	3628	2797	6047	4874
"643401"	"PURPL"	1	0	2	3	1	2
"643406"	"LOC643406"	0	104	64	18	71	21
"643414"	"LIPK"	0	0	1	0	0	0
"643418"	"LIPN"	510	2787	4789	1730	3374	2794
"64342"	"HS1BP3"	647	529	558	796	851	691
"64343"	"AZI2"	285	155	366	614	618	383
"64344"	"HIF3A"	210	61	15	6	30	27
"643479"	"FAM25E"	0	0	0	0	0	0
"643486"	"BRDTP1"	0	0	0	0	0	0
"643529"	"LINC00865"	61	34	3	9	81	3
"643542"	"LOC643542"	0	0	0	0	0	0
"64359"	"NXN"	777	361	37	63	263	33
"643596"	"RNF224"	0	0	0	0	6	1
"643623"	"LINC02523"	0	2	6	2	19	1
"643641"	"ZNF862"	705	374	244	344	519	338
"643648"	"LINC01189"	0	0	7	0	20	5
"643650"	"LINC00842"	0	33	7	0	30	6
"643664"	"SLC35G6"	0	0	3	4	17	1
"643669"	"CCER2"	0	0	0	5	0	1
"643677"	"CCDC168"	0	3	36	10	2	6
"643680"	"MS4A4E"	37	40	43	23	129	80
"643699"	"GOLGA8N"	426	562	548	425	483	489
"643707"	"GOLGA6L4"	2528	488	175	137	592	220
"643711"	"LOC643711"	0	0	1	0	1	6
"643714"	"CASC16"	28	0	0	0	13	0
"643719"	"SCGB1B2P"	0	2	0	2	0	0
"643723"	"LYPLAL1-DT"	0	0	0	0	0	0
"643733"	"CASP17P"	1	25	12	15	12	16
"64374"	"SIL1"	628	342	102	40	597	317
"643749"	"TRAF3IP2-AS1"	0	42	30	51	43	29
"64375"	"IKZF4"	372	87	104	37	500	203
"64376"	"IKZF5"	939	758	679	548	542	1007
"643763"	"NKAIN3-IT1"	0	0	1	0	0	0
"64377"	"CHST8"	0	0	0	0	0	11
"643770"	"LINC02453"	17	2	12	2	0	2
"643783"	"USP46-AS1"	16	0	0	0	52	14
"643802"	"LOC643802"	204	872	1850	1561	954	1961
"643803"	"KRTAP24-1"	0	0	0	0	0	0
"643812"	"KRTAP27-1"	0	0	0	0	0	0
"643827"	"CNTNAP3P2"	463	538	1383	168	2053	1255
"643834"	"PGA3"	30	0	0	0	3	11
"643836"	"ZFP62"	559	488	68	71	131	137
"643837"	"LINC01128"	106	408	159	235	224	177
"643847"	"PGA4"	0	0	0	0	1	16
"643853"	"TMPPE"	228	186	196	198	147	233
"643854"	"CTAGE9"	714	590	216	199	629	159
"64386"	"MMP25"	6270	14830	31535	34293	20071	28722
"643862"	"SPDYE10P"	116	24	63	111	49	88
"643866"	"CBLN3"	43	151	4	19	20	21
"64388"	"GREM2"	216	23	0	0	0	0
"6439"	"SFTPB"	230943	2090	6725	3885	213817	5948
"643904"	"RNF222"	77	281	567	312	183	402
"643911"	"CRNDE"	388	183	7	0	179	0
"64393"	"ZMAT3"	699	523	541	401	847	770
"64395"	"GMCL1"	1599	845	1371	1047	999	1089
"643955"	"ZNF733P"	0	0	3	13	0	0
"64396"	"GMCL2"	189	185	229	136	251	192
"643965"	"TMEM88B"	0	0	0	0	0	0
"64397"	"ZNF106"	3124	2988	5732	3423	4523	4801
"64398"	"MPP5"	1445	1222	336	239	622	489
"643988"	"FNDC10"	194	43	31	7	77	31
"64399"	"HHIP"	259	20	102	6	1427	130
"644"	"BLVRA"	784	788	411	131	972	642
"6440"	"SFTPC"	151	196	8678	4116	260725	6484
"64400"	"AKTIP"	680	292	475	373	428	463
"644019"	"CBWD6"	1284	1542	1041	1908	2211	2243
"64403"	"CDH24"	233	292	12	40	11	0
"644041"	"C18orf63"	0	0	0	0	2	0
"64405"	"CDH22"	7	0	0	0	0	0
"644050"	"LINC01529"	0	26	9	4	6	4
"644054"	"FAM25C"	22	0	0	0	0	0
"644068"	"RPS14P3"	1739	869	413	252	1467	564
"64407"	"RGS18"	1264	2229	4165	6049	2533	3757
"644070"	"GSG1L2"	0	0	0	0	0	0
"644076"	"GLYCAM1"	0	0	0	0	10	0
"64409"	"GALNT17"	151	5	0	0	7	2
"644090"	"LOC644090"	0	12	12	2	0	11
"644093"	"HCG2040054"	0	0	0	0	0	0
"644096"	"SDHAF1"	138	16	42	28	45	54
"6441"	"SFTPD"	1195	98	375	91	10748	222
"64410"	"KLHL25"	146	118	47	26	114	42
"644100"	"ARL14EPL"	0	0	15	0	2	0
"64411"	"ARAP3"	1258	2478	4750	5869	2395	3771
"64412"	"GZF1"	1519	1398	748	2156	3262	2599
"644128"	"RPL23AP53"	37	46	32	47	80	48
"644135"	"LOC644135"	0	0	3	0	2	33
"644139"	"PIRT"	0	0	0	0	0	0
"644145"	"EXOC1L"	0	0	0	0	0	0
"644150"	"WIPF3"	0	32	14	3	7	0
"644165"	"BCRP3"	192	121	41	15	128	16
"644168"	"DRGX"	0	0	0	0	13	0
"64417"	"TMEM267"	215	213	37	14	81	100
"644172"	"MAPK8IP1P2"	49	147	2	4	24	2
"64418"	"TMEM168"	976	159	323	203	775	500
"644186"	"SYCE3"	0	27	3	0	7	0
"644189"	"LOC644189"	0	0	0	3	8	0
"64419"	"MTMR14"	1078	1806	2434	1338	2124	3378
"644192"	"NR2F2-AS1"	0	5	7	10	7	3
"6442"	"SGCA"	0	9	3	3	0	0
"64420"	"SUSD1"	222	654	265	245	658	299
"64421"	"DCLRE1C"	171	169	145	229	236	177
"644215"	"LOC644215"	18	15	20	13	11	23
"64422"	"ATG3"	5847	7672	9237	10188	13285	10162
"64423"	"INF2"	1051	2846	283	252	1263	736
"644242"	"LINC00622"	0	0	8	0	3	0
"644246"	"KANSL1-AS1"	22	51	11	9	102	4
"644248"	"SNCA-AS1"	0	0	0	0	0	0
"64425"	"POLR1E"	190	237	28	22	93	107
"64426"	"SUDS3"	1917	1429	1312	1923	1622	1842
"64427"	"TTC31"	434	420	213	192	325	288
"64428"	"CIAO3"	513	475	78	94	263	167
"64429"	"ZDHHC6"	772	610	681	577	723	662
"6443"	"SGCB"	146	618	41	42	159	57
"64430"	"PCNX4"	2037	3187	3123	839	2038	1730
"64431"	"ACTR6"	455	236	163	67	113	184
"644314"	"MT1IP"	0	0	0	0	0	0
"64432"	"MRPS25"	4300	674	159	106	540	222
"64433"	"LINC00244"	0	0	0	0	0	0
"64434"	"NOM1"	398	301	127	67	424	292
"644353"	"ZCCHC18"	0	33	2	28	0	5
"6444"	"SGCD"	0	0	6	26	47	3
"644414"	"DEFB131A"	0	0	0	0	0	0
"644444"	"TMEM30CP"	0	0	0	0	0	0
"64446"	"DNAI2"	70	41	15	30	5	30
"6445"	"SGCG"	0	0	9	4	0	0
"644511"	"RPL13AP6"	378	157	99	67	338	156
"644524"	"NKX2-4"	51	14	0	0	11	2
"644538"	"SMIM10"	11	56	11	8	14	11
"644554"	"LOC644554"	4	1	7	17	25	8
"644591"	"PPIAL4G"	1026	1124	277	257	1263	535
"644596"	"SMIM10L2B"	34	0	0	0	5	0
"6446"	"SGK1"	14320	16973	5963	15555	19160	12312
"644619"	"INTS4P2"	328	195	176	81	148	121
"644649"	"APOOP5"	48	0	22	13	9	1
"644656"	"LOC644656"	17	39	63	92	36	25
"644660"	"RAD21-AS1"	39	0	0	0	12	1
"644669"	"LOC644669"	126	6	2	0	0	0
"644672"	"CLDN25"	0	0	0	0	0	0
"644694"	"CDRT15P2"	0	0	0	0	0	0
"6447"	"SCG5"	33	65	0	6	72	0
"644714"	"LIMD1-AS1"	0	14	0	0	1	0
"644717"	"SAGE2P"	0	0	0	0	0	0
"644759"	"TMPRSS11GP"	0	0	0	0	0	0
"644762"	"LOC644762"	23	125	127	79	102	237
"64478"	"CSMD1"	24	43	13	12	9	18
"644794"	"LINC02604"	263	329	435	86	153	124
"6448"	"SGSH"	865	1151	202	201	537	406
"644809"	"C15orf56"	0	9	1	0	8	0
"644815"	"FAM83G"	405	214	53	39	505	160
"644838"	"LINC01829"	0	0	0	0	0	0
"644844"	"PHGR1"	0	2	4	0	8	1
"644861"	"NBPF13P"	28	0	11	20	5	33
"644873"	"LINC01184"	227	125	32	15	165	92
"644890"	"MEIG1"	0	0	2	0	0	14
"6449"	"SGTA"	641	1081	594	795	1139	920
"644903"	"GCC2-AS1"	16	22	3	7	15	3
"644919"	"LINC02315"	0	0	0	0	0	0
"64493"	"LINC00235"	0	37	0	0	5	25
"644943"	"RASSF10"	125	47	6	11	26	12
"644945"	"KRT16P3"	1773	105	1	16	641	4
"644961"	"ACTG1P20"	1303	1641	1220	1663	1318	1159
"644962"	"TNRC18P1"	25	64	20	21	43	27
"644974"	"ALG1L2"	142	72	74	55	55	20
"64499"	"TPSB2"	201	211	1222	399	421	220
"644990"	"THRB-AS1"	0	0	9	0	23	0
"644994"	"SMIM23"	0	0	3	0	7	15
"644997"	"PIK3CD-AS1"	14	21	19	71	18	60
"645"	"BLVRB"	445	1126	161	135	620	302
"6450"	"SH3BGR"	21	0	0	0	0	0
"645027"	"EVPLL"	113	43	11	0	37	7
"645030"	"NFIA-AS1"	0	0	0	0	0	0
"645051"	"GAGE13"	0	0	0	0	0	0
"64506"	"CPEB1"	0	0	3	0	1	0
"645078"	"ZCCHC23"	0	0	0	0	0	0
"6451"	"SH3BGRL"	1510	2999	4247	1617	5799	6098
"645104"	"CLRN2"	0	0	0	0	0	0
"645121"	"CCNI2"	0	0	0	0	4	3
"645158"	"CBX3P2"	64	73	52	96	35	57
"645166"	"LSP1P5"	614	1514	2122	2306	1521	1699
"645177"	"LOC645177"	0	0	0	0	0	0
"64518"	"TEKT3"	0	0	11	19	0	3
"645188"	"LOC645188"	0	0	0	0	0	0
"6452"	"SH3BP2"	2256	5446	6903	9177	6547	10296
"645206"	"LINC00693"	0	0	0	0	18	0
"645212"	"EIF3J-DT"	76	77	101	95	76	81
"645249"	"MNX1-AS1"	8	20	0	0	0	0
"6453"	"ITSN1"	777	727	285	134	465	127
"645323"	"LINC00461"	0	0	0	0	5	0
"645332"	"FAM86C2P"	142	129	155	114	76	72
"645339"	"SNRPD2P2"	0	0	0	0	0	0
"645354"	"PRAMEF36P"	0	0	0	0	0	0
"645355"	"MIR3976HG"	0	0	0	0	0	0
"645359"	"PRAMEF26"	0	0	0	0	6	0
"645367"	"GGT8P"	8	13	36	22	2	18
"645369"	"TMEM200C"	22	145	0	0	32	1
"645382"	"PRAMEF33"	0	0	0	0	0	0
"645402"	"USP17L4"	0	0	0	0	0	0
"645414"	"PRAMEF19"	0	0	0	0	0	0
"645425"	"PRAMEF20"	0	0	0	0	0	0
"645426"	"TMEM191C"	36	36	31	41	47	78
"645431"	"FUT8-AS1"	8	4	0	0	0	0
"645432"	"ARRDC5"	24	0	35	10	38	12
"645434"	"LINC01625"	0	0	8	0	0	0
"645455"	"CEP170P1"	1074	1334	908	777	1226	1022
"645485"	"LOC645485"	0	0	0	0	0	0
"6455"	"SH3GL1"	1229	1488	1188	1060	921	1149
"645513"	"LOC645513"	280	194	249	503	326	253
"645528"	"FAM238A"	39	11	32	14	69	123
"645553"	"IGFL2-AS1"	80	0	0	0	1	0
"645591"	"LHFPL3-AS1"	0	17	1	6	4	0
"6456"	"SH3GL2"	0	16	0	0	7	0
"645638"	"WFDC21P"	0	38	9	12	66	40
"645676"	"ASH1L-AS1"	43	92	35	33	25	22
"645682"	"POU5F1P4"	41	55	31	34	28	24
"645683"	"RPL13AP3"	661	333	149	125	405	225
"645687"	"LINC00520"	3	4	3	10	3	10
"6457"	"SH3GL3"	0	0	7	9	0	1
"645700"	"ZNF890P"	30	8	6	9	17	11
"645745"	"MT1HL1"	0	7	0	0	0	2
"645752"	"LOC645752"	0	21	11	0	0	10
"64577"	"ALDH8A1"	62	5	4	7	3	14
"645784"	"ANKRD36BP2"	115	89	9	14	27	18
"64579"	"NDST4"	0	23	1	1	1	1
"6458"	"SH3GL1P1"	108	91	61	44	157	74
"64581"	"CLEC7A"	3704	14419	16620	16139	15538	19378
"645811"	"CCDC154"	70	33	11	27	22	12
"64582"	"GPR135"	0	98	1	0	3	12
"645832"	"SEBOX"	0	0	0	0	0	11
"645836"	"USP17L3"	0	0	0	0	0	0
"645840"	NA	0	0	0	0	0	0
"645843"	"TMEM14EP"	0	30	60	15	0	0
"645864"	"MAGEB17"	0	0	1	0	0	0
"6459"	"SH3GL1P2"	46	30	32	18	41	31
"64591"	"TSPY2"	0	0	0	0	0	0
"64593"	"RBMY3AP"	0	0	0	0	0	0
"645949"	"LINC01822"	0	0	0	0	0	0
"64595"	"TTTY15"	0	0	0	41	328	0
"645954"	"SVIL2P"	254	523	768	575	601	808
"645958"	"RPS18P9"	1658	682	195	89	771	389
"645961"	"SPATA31C2"	0	0	6	0	5	0
"645967"	"LOC645967"	0	0	0	0	6	0
"645974"	"PABPC1L2B"	0	0	0	0	0	0
"64598"	"MOSPD3"	271	75	79	73	166	169
"64599"	"GIGYF1"	2995	2024	2181	1544	2425	2388
"645996"	"NAP1L6"	2	2	5	2	14	2
"646"	"BNC1"	0	0	0	0	241	0
"64600"	"PLA2G2F"	0	0	0	0	3	0
"646000"	"SLC35G4"	0	0	0	4	0	0
"64601"	"VPS16"	334	794	666	748	1048	776
"646019"	"CBY3"	0	0	0	0	1	0
"646023"	"ADORA2A-AS1"	72	541	661	466	253	315
"646024"	"RAET1K"	0	17	0	0	0	2
"646030"	"LOC646030"	31	26	39	35	36	47
"646074"	"POM121L10P"	102	125	33	18	72	36
"646096"	"CHEK2P2"	0	11	1	0	11	17
"6461"	"SHB"	669	536	100	46	422	104
"646113"	"LINC00643"	0	0	0	0	0	4
"646168"	"LRRC77P"	0	0	0	0	0	0
"646174"	"C16orf90"	0	0	0	0	0	3
"6462"	"SHBG"	0	0	0	0	28	3
"646201"	"BASP1P1"	0	0	0	0	1	1
"646214"	"LOC646214"	633	1404	1783	1205	1110	1614
"646241"	"LINC02223"	0	0	0	0	0	0
"646243"	"CXADRP2"	106	107	0	2	23	3
"646262"	"LACTBL1"	0	0	0	0	0	0
"646268"	"LINC01704"	0	0	0	0	0	0
"646278"	"PDCD6IPP2"	112	371	390	275	559	534
"646282"	"AZGP1P1"	0	483	0	0	35	0
"646300"	"COL6A4P2"	58	0	0	0	0	0
"646324"	"LINC00607"	0	13	28	19	52	38
"646383"	"LOC646383"	0	6	0	0	5	0
"646396"	"REREP3"	10	3	1	15	5	0
"6464"	"SHC1"	1868	1984	1000	835	1634	1038
"646405"	"TPTE2P1"	36	53	26	5	18	6
"64641"	"EBF2"	30	0	3	0	26	1
"646424"	"SPINK8"	25	14	32	1	9	10
"64645"	"MFSD14A"	756	1023	848	1040	1416	1713
"646450"	"ARIH2OS"	8	27	27	44	22	15
"646457"	"C19orf67"	0	0	4	0	0	0
"646471"	"LOC646471"	5	0	2	7	18	13
"64648"	"SPANXD"	0	0	0	0	0	0
"646480"	"FABP9"	0	0	0	0	0	0
"646486"	"FABP12"	0	0	0	0	0	0
"646498"	"C3orf84"	0	11	3	0	0	1
"646508"	"FAM90A27P"	0	0	0	0	0	0
"64651"	"CSRNP1"	12997	51718	53890	59136	39714	43999
"646522"	"LOC646522"	0	0	0	0	0	0
"646548"	"LOC646548"	6	0	0	0	0	0
"646576"	"HHIP-AS1"	73	0	3	0	126	8
"646600"	"IGF2BP2-AS1"	0	0	0	0	0	0
"646603"	"C4orf51"	0	0	0	0	0	0
"646625"	"URAD"	0	0	0	0	0	0
"646626"	"LOC646626"	0	2	0	0	14	0
"646627"	"LYPD8"	0	0	7	11	15	6
"64663"	"SPANXC"	0	0	0	0	0	0
"646643"	"SBK2"	0	0	0	0	7	0
"646658"	"SYNDIG1L"	15	9	0	0	130	0
"646719"	"NIPBL-DT"	429	154	136	213	251	181
"646730"	"LINC02618"	0	4	0	0	0	0
"646743"	"PRSS40B"	0	0	0	0	0	0
"646754"	"TRIM64C"	0	0	0	0	0	0
"646762"	"LOC646762"	5	0	0	0	0	2
"646799"	"ZAR1L"	0	0	3	0	4	25
"6468"	"FBXW4"	927	501	257	210	839	271
"646802"	"CYP4F62P"	0	0	3	4	23	0
"646813"	"LOC646813"	0	0	0	0	0	0
"646817"	"SETSIP"	537	336	253	134	270	234
"64682"	"ANAPC1"	1538	1219	739	649	820	1352
"646851"	"FAM227A"	308	358	53	33	52	22
"646862"	"RNF225"	0	5	0	0	0	0
"646864"	"ZNF723"	133	71	112	77	125	125
"64689"	"GORASP1"	1214	1130	895	1170	1233	1300
"646892"	"SH2D7"	0	0	0	0	1	0
"6469"	"SHH"	474	31	8	6	68	10
"646915"	"ZNF806"	0	0	0	0	0	0
"64693"	"CTAGE1"	115	304	203	197	170	303
"646938"	"LOC646938"	0	14	22	10	55	17
"646951"	"MINDY4B"	18	0	14	42	33	70
"646960"	"PRSS56"	0	0	0	0	0	0
"646962"	"HRCT1"	49	0	0	0	0	0
"646982"	"LINC00598"	4	19	16	4	14	17
"64699"	"TMPRSS3"	13	1000	12	20	61	32
"6470"	"SHMT1"	65	431	82	25	267	108
"647012"	"YY1P2"	0	0	0	0	0	0
"647024"	"C6orf132"	438	651	22	61	231	64
"647033"	"PA2G4P4"	326	180	92	44	173	149
"647042"	"GOLGA6L10"	1653	408	150	77	430	185
"647060"	"SPATA31A1"	0	7	34	8	0	6
"64708"	"COPS7B"	387	314	144	123	357	232
"647087"	"STMP1"	271	863	1025	834	711	903
"64710"	"NUCKS1"	5848	9275	682	336	2693	1178
"647107"	"LINC01192"	0	0	0	0	0	0
"64711"	"HS3ST6"	0	9	8	0	7	10
"647121"	"EMBP1"	939	1033	1858	2009	1232	1017
"647135"	"SRGAP2B"	1821	3032	2369	1853	2791	2255
"64714"	"PDIA2"	47	3	0	0	0	0
"647166"	"C13orf42"	0	7	10	6	22	2
"647174"	"SERPINE3"	0	32	25	10	12	9
"64718"	"UNKL"	394	586	527	535	540	529
"647190"	"RPS16P5"	45	57	67	24	22	42
"6472"	"SHMT2"	1009	383	109	74	393	226
"647215"	"MROH3P"	55	36	13	16	28	5
"647219"	"ASCL5"	1	0	0	3	0	0
"647286"	"RD3L"	0	0	4	0	0	0
"647288"	"CTAGE11P"	303	407	172	136	130	216
"6473"	"SHOX"	1	1	7	7	5	1
"647309"	"GMNC"	0	0	0	0	0	11
"647310"	"TEX22"	52	4	0	6	11	0
"647323"	"LINC02026"	30	12	0	0	0	5
"64735"	"LINC00254"	0	0	0	0	0	0
"6474"	"SHOX2"	66	19	0	9	2	0
"64743"	"WDR13"	1268	1127	707	618	1194	718
"64744"	"SMAP2"	9113	29470	55953	44232	34364	28350
"64745"	"METTL17"	105	883	75	207	207	145
"64746"	"ACBD3"	2954	1724	464	511	1325	924
"64747"	"MFSD1"	1297	2791	3078	1804	3930	3393
"647476"	"FRG2EP"	0	0	1	0	0	0
"64748"	"PLPPR2"	1198	3105	5420	6491	1921	3274
"64750"	"SMURF2"	2451	1775	889	433	1462	1042
"64753"	"CCDC136"	0	34	4	20	22	13
"64754"	"SMYD3"	539	139	29	57	126	59
"64755"	"C16orf58"	606	882	42	85	528	146
"64756"	"ATPAF1"	508	992	154	124	462	321
"64757"	"MARC1"	489	863	1728	2815	1135	1071
"647589"	"ANHX"	0	0	0	0	0	0
